8.358e-2, 2.4
8.35e-2, 2.392
8.342e-2, 2.383
8.334e-2, 2.375
8.326e-2, 2.367
8.317e-2, 2.359
8.309e-2, 2.35
8.301e-2, 2.342
0.107, 2.334
0.107, 2.326
0.107, 2.317
0.107, 2.309
0.107, 2.301
0.131, 2.301
0.131, 2.293
0.155, 2.284
0.155, 2.276
0.154, 2.268
0.154, 2.259
0.178, 2.251
0.178, 2.242
0.178, 2.234
0.202, 2.226
0.202, 2.218
0.202, 2.21
0.202, 2.202
0.202, 2.193
0.202, 2.185
0.202, 2.177
0.202, 2.168
0.201, 2.16
0.201, 2.152
0.201, 2.144
0.201, 2.135
0.201, 2.127
0.201, 2.119
0.225, 2.119
0.249, 2.119
0.249, 2.111
0.273, 2.111
0.297, 2.102
0.297, 2.094
0.297, 2.086
0.321, 2.078
0.321, 2.069
0.321, 2.061
0.321, 2.053
0.321, 2.044
0.345, 2.036
0.345, 2.028
0.343, 2.02
0.343, 2.011
0.343, 2.003
0.343, 1.995
0.343, 1.987
0.367, 1.978
0.367, 1.97
0.367, 1.962
0.392, 1.952
0.392, 1.944
0.392, 1.937
0.392, 1.929
0.392, 1.92
0.416, 1.912
0.415, 1.904
0.415, 1.896
0.415, 1.887
0.439, 1.879
0.439, 1.871
0.439, 1.863
0.439, 1.854
0.439, 1.846
0.439, 1.838
0.463, 1.829
0.463, 1.821
0.463, 1.813
0.463, 1.805
0.487, 1.796
0.486, 1.788
0.486, 1.78
0.486, 1.772
0.51, 1.763
0.51, 1.755
0.51, 1.746
0.51, 1.738
0.51, 1.73
0.51, 1.722
0.534, 1.714
0.534, 1.705
0.534, 1.697
0.534, 1.689
0.558, 1.681
0.557, 1.672
0.557, 1.664
0.557, 1.656
0.557, 1.648
0.581, 1.639
0.581, 1.631
0.581, 1.623
0.581, 1.613
0.605, 1.605
0.605, 1.597
0.605, 1.589
0.605, 1.581
0.605, 1.573
0.605, 1.565
0.629, 1.557
0.628, 1.548
0.628, 1.54
0.628, 1.532
0.628, 1.523
0.652, 1.515
0.652, 1.507
0.652, 1.499
0.652, 1.49
0.676, 1.482
0.676, 1.474
0.676, 1.466
0.676, 1.457
0.7, 1.449
0.7, 1.441
0.698, 1.433
0.698, 1.424
0.698, 1.416
0.722, 1.408
0.722, 1.399
