-3.105e-2, 0.515
-6.916e-3, 0.523
1.714e-2, 0.523
1.722e-2, 0.531
4.127e-2, 0.531
6.532e-2, 0.531
8.937e-2, 0.531
0.114, 0.54
0.138, 0.548
0.138, 0.556
0.162, 0.564
0.186, 0.573
0.21, 0.581
0.21, 0.589
0.234, 0.597
0.258, 0.605
0.283, 0.613
0.283, 0.621
0.307, 0.621
0.307, 0.63
0.331, 0.639
0.355, 0.647
0.355, 0.655
0.379, 0.655
0.379, 0.664
0.403, 0.672
0.403, 0.68
0.428, 0.688
0.428, 0.697
0.452, 0.705
0.452, 0.713
0.476, 0.721
0.5, 0.73
0.5, 0.738
0.524, 0.738
0.524, 0.746
0.524, 0.754
0.525, 0.763
0.525, 0.771
0.549, 0.779
0.573, 0.788
0.597, 0.796
0.597, 0.804
0.621, 0.812
0.621, 0.821
0.621, 0.829
0.645, 0.829
0.67, 0.837
0.67, 0.845
0.694, 0.854
0.694, 0.862
0.718, 0.87
0.718, 0.879
0.742, 0.887
0.742, 0.895
0.766, 0.903
0.767, 0.912
0.791, 0.92
0.791, 0.928
0.791, 0.936
0.815, 0.944
0.815, 0.952
0.839, 0.96
0.839, 0.968
0.863, 0.978
0.863, 0.986
0.888, 0.994
0.888, 1.003
0.912, 1.011
0.912, 1.019
0.912, 1.027
0.912, 1.036
0.912, 1.044
0.912, 1.052
0.912, 1.06
0.912, 1.069
0.912, 1.077
0.913, 1.085
0.913, 1.093
0.913, 1.102
0.913, 1.11
0.889, 1.117
0.889, 1.127
0.913, 1.135
0.913, 1.143
0.937, 1.151
0.96, 1.16
0.96, 1.168
0.986, 1.176
0.986, 1.184
1.01, 1.193
1.034, 1.201
1.058, 1.209
1.058, 1.218
1.082, 1.226
1.082, 1.234
1.106, 1.234
1.106, 1.242
1.131, 1.251
1.131, 1.259
1.155, 1.267
1.155, 1.275
1.179, 1.275
1.203, 1.284
1.203, 1.292
1.227, 1.3
1.227, 1.308
1.252, 1.317
1.276, 1.325
1.276, 1.333
1.3, 1.342
1.3, 1.35
1.324, 1.358
1.347, 1.366
1.371, 1.375
1.371, 1.383
1.397, 1.391
1.397, 1.399
1.421, 1.408
1.445, 1.416
1.445, 1.424
1.468, 1.432
1.492, 1.441
1.492, 1.449
1.517, 1.449
1.517, 1.457
1.542, 1.466
1.565, 1.474
1.565, 1.482
1.589, 1.49
1.589, 1.499
1.613, 1.507
1.638, 1.515
1.638, 1.523
1.662, 1.532
1.663, 1.54
1.687, 1.548
1.687, 1.557
1.71, 1.565
1.734, 1.573
1.734, 1.581
1.759, 1.589
1.759, 1.597
1.759, 1.605
1.784, 1.613
1.784, 1.623
1.808, 1.631
1.831, 1.639
1.831, 1.647
1.855, 1.656
1.855, 1.664
1.88, 1.672
1.88, 1.681
1.905, 1.689
1.929, 1.697
1.929, 1.705
1.952, 1.714
1.952, 1.722
1.952, 1.73
1.952, 1.738
1.976, 1.746
1.976, 1.755
1.976, 1.763
1.976, 1.771
2.002, 1.78
2.002, 1.788
2.002, 1.796
2.026, 1.805
2.05, 1.813
2.074, 1.821
2.098, 1.829
2.121, 1.829
2.146, 1.838
2.171, 1.838
2.195, 1.846
2.219, 1.854
2.242, 1.854
2.267, 1.862
2.291, 1.862
2.315, 1.862
2.339, 1.862
2.363, 1.871
2.387, 1.871
2.411, 1.879
2.436, 1.887
2.46, 1.887
2.484, 1.887
2.508, 1.887
2.532, 1.887
2.556, 1.895
2.58, 1.895
2.604, 1.895
2.628, 1.895
2.652, 1.895
2.676, 1.904
2.7, 1.904
