0.333, 2.737e-3
0.353, 2.726e-3
0.373, 1.444e-2
0.393, 1.443e-2
0.414, 2.615e-2
0.434, 3.787e-2
0.454, 3.786e-2
0.475, 4.958e-2
0.495, 4.956e-2
0.515, 6.128e-2
0.535, 6.127e-2
0.555, 7.299e-2
0.576, 8.471e-2
0.596, 8.469e-2
0.616, 8.468e-2
0.636, 9.64e-2
0.657, 9.639e-2
0.677, 0.108
0.697, 0.108
0.717, 0.12
0.738, 0.12
0.758, 0.12
0.778, 0.12
0.798, 0.131
0.818, 0.131
0.839, 0.131
0.859, 0.143
0.879, 0.143
0.899, 0.143
0.919, 0.143
0.919, 0.155
0.94, 0.155
0.96, 0.155
0.98, 0.167
1.0, 0.167
1.02, 0.167
1.041, 0.167
1.061, 0.167
1.081, 0.167
1.101, 0.178
1.121, 0.178
1.142, 0.178
1.162, 0.178
1.162, 0.19
1.182, 0.19
1.182, 0.202
1.202, 0.202
1.223, 0.202
1.202, 0.202
1.182, 0.202
1.162, 0.202
1.142, 0.202
1.121, 0.202
1.101, 0.202
1.081, 0.202
1.101, 0.19
1.121, 0.19
1.142, 0.19
1.162, 0.202
1.162, 0.213
1.182, 0.225
1.183, 0.237
1.203, 0.249
1.203, 0.26
1.223, 0.26
1.242, 0.272
1.244, 0.284
1.264, 0.295
1.284, 0.307
1.304, 0.319
1.305, 0.331
1.325, 0.331
1.345, 0.342
1.345, 0.354
1.365, 0.366
1.386, 0.377
1.406, 0.389
1.406, 0.401
1.427, 0.413
1.447, 0.413
1.447, 0.424
1.467, 0.436
1.487, 0.448
1.508, 0.46
1.528, 0.471
1.528, 0.483
1.548, 0.495
1.569, 0.506
1.589, 0.518
1.589, 0.53
1.609, 0.53
1.63, 0.542
1.63, 0.553
1.65, 0.565
1.67, 0.577
1.69, 0.588
1.71, 0.6
1.71, 0.612
1.73, 0.612
1.73, 0.624
1.752, 0.635
1.772, 0.647
1.792, 0.659
1.813, 0.67
1.813, 0.682
1.833, 0.694
1.853, 0.694
1.853, 0.706
1.874, 0.717
1.874, 0.729
1.894, 0.729
1.914, 0.741
1.914, 0.753
1.935, 0.764
1.955, 0.764
1.955, 0.776
1.975, 0.788
1.996, 0.799
1.996, 0.811
2.016, 0.811
2.016, 0.823
2.036, 0.835
2.057, 0.846
