-1.427e-2, 1.463
-1.44e-2, 1.451
5.644e-3, 1.44
5.515e-3, 1.428
2.569e-2, 1.428
2.556e-2, 1.416
4.56e-2, 1.404
4.547e-2, 1.393
6.551e-2, 1.381
6.538e-2, 1.369
8.542e-2, 1.357
8.53e-2, 1.345
0.105, 1.345
0.126, 1.334
0.125, 1.322
0.145, 1.31
0.165, 1.298
0.165, 1.287
0.185, 1.275
0.185, 1.263
0.185, 1.251
0.205, 1.238
0.205, 1.228
0.225, 1.216
0.225, 1.204
0.225, 1.192
0.245, 1.192
0.245, 1.181
0.265, 1.169
0.265, 1.157
0.265, 1.145
0.285, 1.133
0.285, 1.121
0.305, 1.11
0.304, 1.098
0.304, 1.086
0.304, 1.075
0.304, 1.063
0.304, 1.051
0.324, 1.039
0.324, 1.027
0.343, 1.016
0.363, 1.004
0.363, 0.992
0.384, 0.98
0.384, 0.968
0.404, 0.956
0.404, 0.944
0.424, 0.933
0.444, 0.921
0.444, 0.91
0.464, 0.898
0.464, 0.886
0.484, 0.874
0.483, 0.863
0.503, 0.851
0.524, 0.839
0.523, 0.827
0.543, 0.815
0.543, 0.804
0.563, 0.792
0.563, 0.78
0.563, 0.768
0.583, 0.768
0.583, 0.757
0.603, 0.745
0.603, 0.733
0.623, 0.721
0.623, 0.709
0.643, 0.698
0.643, 0.686
0.663, 0.686
0.663, 0.674
0.683, 0.662
0.683, 0.651
0.702, 0.639
0.702, 0.627
0.722, 0.615
0.722, 0.603
0.742, 0.603
0.742, 0.592
0.763, 0.592
0.783, 0.58
0.803, 0.58
0.823, 0.58
0.843, 0.58
0.863, 0.568
0.884, 0.568
0.904, 0.568
0.924, 0.568
0.944, 0.556
0.964, 0.556
0.984, 0.556
0.984, 0.545
1.004, 0.545
1.025, 0.545
1.045, 0.545
1.065, 0.545
1.085, 0.533
1.105, 0.521
1.125, 0.509
1.145, 0.496
1.165, 0.486
1.185, 0.474
1.205, 0.462
1.225, 0.45
1.245, 0.439
1.265, 0.427
1.285, 0.415
1.305, 0.403
1.325, 0.391
1.345, 0.38
1.366, 0.367
1.386, 0.355
1.406, 0.343
1.426, 0.333
1.446, 0.321
1.466, 0.309
1.486, 0.309
1.506, 0.309
1.526, 0.297
1.546, 0.297
1.565, 0.297
1.587, 0.297
1.607, 0.297
1.627, 0.297
1.647, 0.285
1.667, 0.285
1.687, 0.285
1.708, 0.285
1.728, 0.285
1.748, 0.285
1.768, 0.274
1.788, 0.274
1.808, 0.274
1.827, 0.274
1.849, 0.274
1.869, 0.262
1.889, 0.262
1.909, 0.262
1.929, 0.262
1.948, 0.262
1.968, 0.262
1.99, 0.25
2.01, 0.25
2.03, 0.25
2.05, 0.25
2.07, 0.25
2.09, 0.25
2.11, 0.238
2.131, 0.238
2.151, 0.238
2.171, 0.238
2.191, 0.227
2.211, 0.227
2.231, 0.227
2.251, 0.227
2.272, 0.227
2.292, 0.227
2.312, 0.215
2.332, 0.215
2.351, 0.215
2.371, 0.215
2.393, 0.215
2.413, 0.215
2.433, 0.203
2.453, 0.203
2.472, 0.203
2.492, 0.203
2.513, 0.203
2.534, 0.203
2.554, 0.191
2.573, 0.191
2.593, 0.191
2.613, 0.179
2.634, 0.168
2.654, 0.168
2.674, 0.168
2.694, 0.168
2.714, 0.168
2.734, 0.168
2.755, 0.168
2.775, 0.168
2.795, 0.168
2.815, 0.168
2.835, 0.168
2.855, 0.168
2.876, 0.156
2.896, 0.156
2.916, 0.156
2.936, 0.156
2.956, 0.156
2.976, 0.156
2.996, 0.156
3.017, 0.156
3.037, 0.156
3.058, 0.156
3.078, 0.156
3.098, 0.156
3.117, 0.156
3.138, 0.156
3.158, 0.156
3.179, 0.156
3.199, 0.156
3.219, 0.156
3.238, 0.156
3.259, 0.156
3.279, 0.156
3.3, 0.156
3.32, 0.144
3.34, 0.144
3.359, 0.144
3.38, 0.144
3.4, 0.144
3.42, 0.144
3.441, 0.144
3.461, 0.144
3.48, 0.144
3.501, 0.144
3.521, 0.144
3.541, 0.144
3.562, 0.144
3.581, 0.144
3.601, 0.144
3.621, 0.144
3.642, 0.144
3.662, 0.144
3.683, 0.144
3.702, 0.144
3.722, 0.144
3.742, 0.144
3.763, 0.132
3.783, 0.132
3.804, 0.132
3.823, 0.132
3.843, 0.132
3.863, 0.132
3.884, 0.132
3.904, 0.132
3.925, 0.132
3.944, 0.132
3.964, 0.132
3.984, 0.132
4.005, 0.132
4.025, 0.132
4.046, 0.132
4.066, 0.132
4.086, 0.132
4.106, 0.132
4.126, 0.132
4.146, 0.132
4.167, 0.132
4.187, 0.132
4.207, 0.12
4.227, 0.12
4.246, 0.12
4.267, 0.12
4.288, 0.12
4.308, 0.12
4.328, 0.12
4.347, 0.12
4.367, 0.12
4.388, 0.12
4.409, 0.12
4.429, 0.12
4.449, 0.12
4.468, 0.12
4.488, 0.12
4.509, 0.12
4.53, 0.12
4.55, 0.12
4.569, 0.12
4.589, 0.12
4.609, 0.12
4.63, 0.12
4.65, 0.109
4.671, 0.109
4.69, 0.109
4.71, 0.109
4.73, 0.109
4.751, 0.109
4.771, 0.109
4.792, 0.109
4.812, 0.109
4.831, 0.109
4.851, 0.109
4.871, 0.109
4.892, 0.109
4.913, 0.109
4.933, 0.109
4.952, 0.109
4.972, 0.109
